ArrestID,Incident,Arrest Date,Arrest Time,Age,Sex,Race,Ethnicity,Law,Crime LongID,Code Description,Attempt,Arrest type,Last 30 Days,City,State,Neighborhood Association,NeighborhoodXY
APD*210000618,"21,049,268",4/22/2021 0:00,23:09,23,M,W,N,PL,PL 240.06   01    EF1,RIOT-1ST: CAUSE PUBLIC ALARM AND INJURY OR PROPERTY DAMAGE,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210001228,"21,093,865",7/22/2021 0:00,16:10,35,M,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Crime in Progress,FALSE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210000821,"21,064,691",5/25/2021 0:00,13:43,33,M,B,N,PL,PL 220.16   01    BF3,CRIM POSS NARCO DRUG INT/SELL,C,Crime in Progress,FALSE,Albany,NY,No. Albany / Shaker Park,POINT (-73.7452874985 42.6728269867)
APD*210000675,"21,053,499",5/2/2021 0:00,14:04,51,M,W,N,PL,PL 145.00   01    AM4,CRIM MIS INTENT DAMAGE PROPRTY,C,Complaint,FALSE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210000674,"21,053,341",5/2/2021 0:00,1:31,46,M,W,H,PL,PL 170.25         DF2,POSSESS  FORGED INSTRUMENT-2ND,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000673,"21,053,241",5/2/2021 0:00,1:31,46,M,W,H,PL,PL 120.25         DF1,RECKLESS ENDANGERMENT 1ST,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000677,"21,053,537",5/2/2021 0:00,15:11,36,M,W,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000473,"16,168,271",3/23/2021 0:00,17:30,52,M,B,N,PL,PL 140.30   02    BF1,BURG/ILL NIGHT ENTRY CAUS INJ,C,Complaint,FALSE,Albany,NY,White,
APD*210001392,"21,107,790",8/18/2021 0:00,12:46,51,M,B,N,PL,PL 175.35         EF1,OFFER FILE FALSE INSTRUMNT-1ST,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000957,"21,074,735",6/14/2021 0:00,19:57,24,M,W,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Crime in Progress,FALSE,Albany,NY,No. Albany / Shaker Park,POINT (-73.7452874985 42.6728269867)
APD*200001820,"20,156,578",12/10/2020 0:00,15:30,55,M,W,N,PL,PL 130.95   03    AF0,PRED SEX ASSAULT:COMMIT SPEC OFF& PREV CONV FOR SPEC OFFENSE,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000474,"21,035,612",3/23/2021 0:00,23:58,32,M,B,N,PL,PL 240.20   03    0V0,DIS/CON  OBSCENE LANG/GESTURES,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000472,"20,124,920",3/23/2021 0:00,17:30,52,M,B,N,PL,PL 140.20         DF3,BURGLARY 3RD,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210001579,"21,118,716",9/7/2021 0:00,21:22,58,M,W,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Crime in Progress,TRUE,Albany,NY,White,
APD*210001194,"21,091,135",7/17/2021 0:00,2:07,24,M,B,N,PL,PL 175.35         EF1,OFFER FILE FALSE INSTRUMNT-1ST,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000471,"21,005,611",3/23/2021 0:00,9:54,20,F,B,H,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001089,"20,043,445",6/29/2021 0:00,9:30,19,M,B,N,PL,PL 460.20   01A   BF0,ENTERPRISE CORR-CONDS CRIM ACT,C,Indictment Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001090,"19,155,067",6/29/2021 0:00,10:50,37,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000627,"20,099,766",4/23/2021 0:00,10:40,30,M,B,N,PL,PL 215.52   01    DF0,AGGRAV CRIM CONTEMPT:VIOL ORDER PROTECTION-CAUSE PHYS INJURY,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000623,"21,049,347",4/23/2021 0:00,8:55,25,M,B,N,PL,PL 120.00   02    AM3,ASLT  RECKLSLY CAUSE PHYS INJRY,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001025,"20,043,445",6/23/2021 0:00,19:09,47,M,B,N,PL,PL 105.15         BF2,CONSPIRACY -2ND,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001020,"20,043,445",6/23/2021 0:00,15:00,29,M,B,N,PL,PL 105.15         BF2,CONSPIRACY -2ND,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001139,"21,086,096",7/7/2021 0:00,0:33,50,M,B,N,PL,PL 120.00         AM3,ASSAULT 3RD - SECTION,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210001142,"20,043,445",7/7/2021 0:00,12:15,27,M,B,N,PL,PL 460.20   01A   BF0,ENTERPRISE CORR-CONDS CRIM ACT,C,Indictment Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001234,"21,091,349",7/17/2021 0:00,14:36,53,M,B,N,PL,PL 215.56         EF2,BAIL JUMPING 2ND DEGREE,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001195,"21,091,123",7/17/2021 0:00,1:25,34,M,B,N,PL,PL 265.02   01    DF3,CRIM POSS WEAP,C,Crime in Progress,FALSE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210000522,"21,035,052",4/1/2021 0:00,20:25,23,M,B,N,PL,PL 155.35         DF3,GRAND LARCENY 3 VALUE GREATER THAN $3000,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000523,"21,039,182",4/1/2021 0:00,20:25,23,M,B,N,PL,PL 155.35         DF3,GRAND LARCENY 3 VALUE GREATER THAN $3000,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001589,"21,119,283",9/8/2021 0:00,22:38,48,M,B,N,PL,PL 215.51   C     EF1,CRIM CONTEMPT 1/PRIOR CONV,C,Order of Protection,TRUE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210001584,"21,118,975",9/8/2021 0:00,12:06,39,M,W,N,PL,PL 195.05         AM2,OBSTRUCT GOVERNMENTL ADMIN 2ND,C,Crime in Progress,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001575,"21,118,686",9/7/2021 0:00,20:05,39,M,W,N,PL,PL 195.05         AM2,OBSTRUCT GOVERNMENTL ADMIN 2ND,C,Crime in Progress,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001395,"21,108,040",8/18/2021 0:00,23:50,40,M,B,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210001029,"21,079,259",6/23/2021 0:00,22:01,37,M,B,N,PL,PL 195.05         AM2,OBSTRUCT GOVERNMENTL ADMIN 2ND,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000783,"21,061,823",5/19/2021 0:00,20:16,45,M,B,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Crime in Progress,FALSE,Albany,NY,Sheridan Hollow,POINT (-73.7574072754 42.6566895795)
APD*210001022,"20,043,445",6/23/2021 0:00,17:15,38,F,B,N,PL,PL 105.15         BF2,CONSPIRACY -2ND,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000524,"21,039,686",4/1/2021 0:00,20:30,24,M,B,N,PL,PL 220.16   01    BF3,CRIM POSS NARCO DRUG INT/SELL,C,Crime in Progress,FALSE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210000521,"21,039,340",4/1/2021 0:00,20:25,23,M,B,N,PL,PL 155.35         DF3,GRAND LARCENY 3 VALUE GREATER THAN $3000,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000520,"21,039,579",4/1/2021 0:00,16:30,33,F,B,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Crime in Progress,FALSE,Albany,NY,Melrose,POINT (-73.7990796239 42.6727006271)
APD*210000730,"21,057,086",5/10/2021 0:00,6:00,32,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Other,FALSE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210000732,"21,057,425",5/10/2021 0:00,18:26,45,M,B,N,PL,PL 220.03         AM7,CRIM POSS CONTRL SUBST,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210000733,"21,057,425",5/10/2021 0:00,18:26,41,M,B,N,PL,PL 220.16   01    BF3,CRIM POSS NARCO DRUG INT/SELL,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210000728,"21,056,343",5/10/2021 0:00,6:00,32,M,B,N,PL,PL 140.25   02    CF2,BURG:W/CRI INT - DWELLING,A,Other,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000729,"21,003,642",5/10/2021 0:00,6:00,32,M,B,N,PL,PL 140.25   02    CF2,BURG:W/CRI INT - DWELLING,C,Other,FALSE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210000727,"21,003,992",5/10/2021 0:00,6:00,32,M,B,N,PL,PL 140.25   02    CF2,BURG:W/CRI INT - DWELLING,C,Other,FALSE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210000731,"21,057,237",5/10/2021 0:00,12:40,25,M,B,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Crime in Progress,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210000888,"20,142,686",6/5/2021 0:00,14:00,34,M,B,N,PL,PL 121.11   A     AM0,OBSTRUCTION BREATHING/BLOOD CIRCULATION-APPLY PRESSURE,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000892,"21,070,328",6/6/2021 0:00,2:50,39,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000876,"21,068,747",6/3/2021 0:00,2:03,30,M,W,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000879,"21,069,181",6/3/2021 0:00,21:44,38,M,B,N,PL,PL 220.16   06    BF3,CRIM POSS HALLUC W/INT/SELL,C,Crime in Progress,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210000893,"21,070,372",6/6/2021 0:00,7:39,29,M,B,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000884,"21,042,052",6/4/2021 0:00,18:20,30,M,B,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000964,"21,075,182",6/15/2021 0:00,18:27,33,M,B,N,PL,PL 160.10   02    CF2,ROB-2/PHY INJ OR DISP FRARM,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000889,"21,070,021",6/5/2021 0:00,13:21,48,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210001227,"21,093,709",7/22/2021 0:00,10:16,38,M,B,H,PL,PL 140.05         0V0,TRESPASS,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210001232,"21,094,051",7/22/2021 0:00,20:59,27,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Complaint,FALSE,Albany,NY,White,
APD*210000835,"18,415,395",5/26/2021 0:00,10:55,24,F,B,N,PL,PL 240.30   01B   AM2,AGG/HAR 2 CAUSES COMM. TO BE INITIATED,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001590,"21,114,029",9/9/2021 0:00,10:20,50,M,B,N,PL,PL 240.30   02    AM2,AGG/HAR PHONE W/O LEGIT COMMUNICATIONS,C,Arrest Warrant,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001019,"21,049,148",6/23/2021 0:00,13:25,21,M,B,N,PL,PL 145.00   01    AM4,CRIM MIS INTENT DAMAGE PROPRTY,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000734,"21,057,592",5/11/2021 0:00,10:05,36,F,B,N,PL,PL 120.05   12    DF2,ASLT-2: INJURE VIC 65 OR OLDER,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000735,"21,057,656",5/11/2021 0:00,15:00,35,F,W,N,PL,PL 155.35         DF3,GRAND LARCENY 3 VALUE GREATER THAN $3000,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000533,"18,366,794",4/2/2021 0:00,20:57,38,F,B,H,PL,PL 240.26   01    0V2,HARRASSMENT 2ND- PHY CONTACT,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000534,"21,040,191",4/2/2021 0:00,23:01,42,F,W,N,PL,PL 215.50         AM2,CRIMINAL CONTEMPT 2ND,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001018,"21,078,943",6/23/2021 0:00,10:20,28,F,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000788,"21,062,112",5/20/2021 0:00,11:21,32,M,W,N,PL,PL 240.26   01    0V2,HARRASSMENT 2ND- PHY CONTACT,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210001777,"21,115,246",9/26/2021 0:00,18:10,25,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001159,"21,087,577",7/9/2021 0:00,23:54,44,M,B,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210000790,"21,061,543",5/20/2021 0:00,15:10,42,M,B,N,PL,PL 120.10   01    BF1,ASLT W/INT CAUS SER INJ W/WEAP,A,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000789,"21,061,543",5/20/2021 0:00,15:10,36,F,B,N,PL,PL 120.10   01    BF1,ASLT W/INT CAUS SER INJ W/WEAP,A,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001565,"21,118,353",9/7/2021 0:00,10:40,27,M,W,N,PL,PL 220.03         AM7,CRIM POSS CONTRL SUBST,C,Crime in Progress,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000836,"21,065,340",5/26/2021 0:00,16:26,25,M,B,U,PL,PL 265.03   03    CF2,CPW-2ND: LOADED FIREARM,C,Crime in Progress,FALSE,Albany,NY,Sheridan Hollow,POINT (-73.7574072754 42.6566895795)
APD*210001098,"21,057,237",6/30/2021 0:00,17:30,25,M,B,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000787,"21,060,111",5/20/2021 0:00,10:45,49,M,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000791,"21,001,585",5/20/2021 0:00,16:37,19,F,B,N,PL,PL 145.14         BM3,CRIMINAL TAMPERING -3RD,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001096,"21,043,445",6/30/2021 0:00,14:23,28,M,B,N,PL,PL 460.20   01A   BF0,ENTERPRISE CORR-CONDS CRIM ACT,C,Indictment Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000827,"21,064,985",5/26/2021 0:00,0:20,29,F,W,N,PL,PL 220.03         AM7,CRIM POSS CONTRL SUBST,C,Crime in Progress,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210000832,"20,038,339",5/26/2021 0:00,1:09,47,M,B,N,PL,PL 120.05   03    DF2,ASLT W/INT CAUS PH INJ TO OFF,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000837,"21,019,679",5/26/2021 0:00,21:30,42,M,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000886,"21,069,650",6/4/2021 0:00,18:20,30,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000898,"21,070,651",6/6/2021 0:00,20:12,27,F,B,N,PL,PL 240.20   01    0V0,DIS/CON  FIGHT/VIOLENT BEHAVIOR,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000887,"21,042,052",6/4/2021 0:00,18:48,26,F,B,N,PL,PL 140.25   02    CF2,BURG:W/CRI INT - DWELLING,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001196,"21,091,146",7/17/2021 0:00,4:37,19,M,W,N,PL,PL 240.20   06    0V0,DIS/CON  REFUSING TO MOVE ON,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001495,"21,040,089",9/1/2021 0:00,9:00,35,M,B,U,PL,PL 160.15   01    BF1,ROB  FORC THEFT W/INJ-INCNT IND,C,Complaint,TRUE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210001144,"21,086,674",7/8/2021 0:00,7:54,32,M,W,H,PL,PL 145.00   01    AM4,CRIM MIS INTENT DAMAGE PROPRTY,C,Arrest Warrant,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001603,"21,119,593",9/9/2021 0:00,15:45,21,M,B,N,PL,PL 220.06   05    DF5,CRIM POSS CONTL SUB COCAINE,C,Crime in Progress,TRUE,Albany,NY,White,
APD*210001578,"21,118,699",9/7/2021 0:00,16:22,43,M,B,N,PL,PL 265.03   03    CF2,CPW-2ND: LOADED FIREARM,C,Crime in Progress,TRUE,Albany,NY,No. Albany / Shaker Park,POINT (-73.7452874985 42.6728269867)
APD*210001573,"21,118,559",9/7/2021 0:00,16:45,49,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,TRUE,Albany,NY,White,
APD*210001235,"21,090,477",7/23/2021 0:00,11:34,39,F,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001236,"21,094,576",7/23/2021 0:00,21:30,21,M,B,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001601,"20,018,541",9/9/2021 0:00,15:10,38,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Arrest Warrant,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000841,"21,059,484",5/27/2021 0:00,15:00,26,F,W,N,PL,PL 155.35         DF3,GRAND LARCENY 3 VALUE GREATER THAN $3000,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000965,"21,075,157",6/15/2021 0:00,17:26,22,M,B,N,PL,PL 140.30   02    BF1,BURG/ILL NIGHT ENTRY CAUS INJ,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001577,"21,118,563",9/7/2021 0:00,16:22,43,M,B,N,PL,PL 220.03         AM7,CRIM POSS CONTRL SUBST,C,Crime in Progress,TRUE,Albany,NY,No. Albany / Shaker Park,POINT (-73.7452874985 42.6728269867)
APD*210000843,"21,024,462",5/27/2021 0:00,16:41,26,F,W,N,PL,PL 155.30   01    EF4,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001588,"21,119,110",9/8/2021 0:00,16:24,36,F,B,N,PL,PL 240.30   02    AM2,AGG/HAR PHONE W/O LEGIT COMMUNICATIONS,C,Crime in Progress,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000840,"21,057,464",5/27/2021 0:00,15:20,26,M,B,N,PL,PL 125.25   01    AF2,MURDER  INTENTION,C,Indictment Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000963,"21,032,914",6/15/2021 0:00,17:49,22,M,B,H,PL,PL 130.55         BM3,SEXUAL ABUSE 3RD,C,Arrest Warrant,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000742,"21,058,540",5/13/2021 0:00,11:09,26,M,B,N,PL,PL 265.03   03    CF2,CPW-2ND: LOADED FIREARM,C,Crime in Progress,FALSE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210000741,"18,126,076",5/13/2021 0:00,12:00,46,F,B,N,PL,PL 158.15         DF3,WELFARE FRAUD-3RD DEGREE,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001238,"21,094,987",7/24/2021 0:00,20:20,26,F,B,N,PL,PL 155.30   05    EF4,GR LAR 4 PROPERTY FROM PERSON,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000739,"21,058,412",5/13/2021 0:00,0:37,51,M,B,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001775,"21,078,432",9/26/2021 0:00,11:57,32,M,B,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Arrest Warrant,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000751,"21,058,834",5/13/2021 0:00,20:25,37,F,W,N,PL,PL 120.05   03    DF2,ASLT W/INT CAUS PH INJ TO OFF,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210000745,"21,053,975",5/13/2021 0:00,13:30,18,M,B,N,PL,PL 125.25   02    AF2,MURDER/DEPRAVED INDIFFERENCE,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001049,"20,043,445",6/24/2021 0:00,11:30,32,M,B,N,PL,PL 105.15         BF2,CONSPIRACY -2ND,C,Indictment Warrant,FALSE,Albany,NY,White,
APD*210000747,"19,109,683",5/13/2021 0:00,14:50,28,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000849,"21,066,393",5/28/2021 0:00,17:03,36,F,B,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000743,"21,058,646",5/13/2021 0:00,13:30,34,M,W,N,PL,PL 140.05         0V0,TRESPASS,C,Crime in Progress,FALSE,Albany,NY,White,
APD*210001167,"21,087,788",7/10/2021 0:00,14:39,31,M,B,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001241,"21,095,505",7/25/2021 0:00,20:23,19,M,W,N,PL,PL 145.14         BM3,CRIMINAL TAMPERING -3RD,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001576,"20,043,445",9/7/2021 0:00,16:22,43,M,B,N,PL,PL 105.15         BF2,CONSPIRACY -2ND,C,Arrest Warrant,TRUE,Albany,NY,No. Albany / Shaker Park,POINT (-73.7452874985 42.6728269867)
APD*210001334,"21,103,481",8/10/2021 0:00,9:15,62,M,B,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001510,"21,104,866",9/2/2021 0:00,9:00,33,M,B,N,PL,PL 240.30   02    AM0,AGG/HAR PHONE NO LEG COMMUN,C,Arrest Warrant,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001519,"21,114,926",9/2/2021 0:00,12:00,45,M,W,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Crime in Progress,TRUE,Albany,NY,Melrose,POINT (-73.7990796239 42.6727006271)
APD*210000901,"21,068,276",6/7/2021 0:00,15:53,59,M,B,N,PL,PL 160.10   01    CF2,ROBBERY 2ND/AIDED BY ANOTHER,C,Other,FALSE,Albany,NY,White,
APD*210000797,"21,061,091",5/21/2021 0:00,13:20,58,M,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000793,"21,062,566",5/21/2021 0:00,8:50,25,M,W,N,PL,PL 145.00   03    AM4,CRIM MIS RCKLS PROP DAM GREATER THAN $250,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
